;Data;Precipitacao;estacao;chirps;persiann
1664;23/07/2017;0;A010;0;0
1665;24/07/2017;0;A010;0;0
1666;25/07/2017;0;A010;0;0
1667;26/07/2017;0;A010;0;0
1668;27/07/2017;0;A010;0;0
1669;28/07/2017;0;A010;0;0
1670;29/07/2017;0;A010;0;0
1671;30/07/2017;0;A010;0;0
1672;31/07/2017;0;A010;0;0
1673;01/08/2017;0;A010;0;0
1674;02/08/2017;0;A010;0;0
1675;03/08/2017;0;A010;0;0
1676;04/08/2017;0;A010;0;0
1677;05/08/2017;0;A010;0;0
1678;06/08/2017;0;A010;0;0
1679;07/08/2017;0;A010;0;0
1680;08/08/2017;0;A010;0;0
1681;09/08/2017;0;A010;0;0
1682;10/08/2017;0;A010;0;0
1683;11/08/2017;0;A010;0;0
1684;12/08/2017;0;A010;0;0
1685;13/08/2017;0;A010;0;0
1686;14/08/2017;0;A010;0;0
1687;15/08/2017;0;A010;0;0
1688;16/08/2017;0;A010;0;0
1689;17/08/2017;0;A010;0;0
1690;18/08/2017;0;A010;0;0
1691;19/08/2017;0;A010;0;0
1692;20/08/2017;0;A010;0;0
1693;21/08/2017;0;A010;0;0
1694;22/08/2017;0;A010;0;0
1695;23/08/2017;0;A010;0;0
1696;24/08/2017;0;A010;0;0
1697;25/08/2017;0;A010;0;0
1698;26/08/2017;0;A010;0;0
1699;27/08/2017;0;A010;0;0
1700;28/08/2017;0;A010;0;0
1701;29/08/2017;0;A010;0;0
1702;30/08/2017;0;A010;0;0
1703;31/08/2017;0;A010;0;0
1704;01/09/2017;0;A010;0;0
1705;02/09/2017;0;A010;0;0
1706;03/09/2017;0;A010;0;0
1707;04/09/2017;0;A010;0;0
1708;05/09/2017;0;A010;0;0
1709;06/09/2017;0;A010;0;0
1710;07/09/2017;0;A010;0;0
1711;08/09/2017;0;A010;0;0
1712;09/09/2017;0;A010;0;0
1713;10/09/2017;0;A010;0;0
1714;11/09/2017;0;A010;0;0
1715;12/09/2017;0;A010;0;0
1716;13/09/2017;0;A010;0;0
1717;14/09/2017;0;A010;0;0
1718;15/09/2017;0;A010;0;0
1719;16/09/2017;0;A010;0;0
1720;17/09/2017;0;A010;0;0
1721;18/09/2017;0;A010;0;0
1722;19/09/2017;0;A010;0;0
1723;20/09/2017;0;A010;0;0
1724;21/09/2017;0;A010;0;0.755671024
1725;22/09/2017;0;A010;6.430653095;4.476142883
1726;23/09/2017;0;A010;0;0.460243285
1727;24/09/2017;0;A010;0;0
1728;25/09/2017;0;A010;0;0
1729;26/09/2017;0;A010;0;0
1730;27/09/2017;0;A010;0;1.7535851
1731;28/09/2017;0;A010;0;1.157843471
1732;29/09/2017;0;A010;0;0
1733;30/09/2017;0;A010;0;0.996034741
1734;01/10/2017;0;A010;3.931822538;2.921201229
1735;02/10/2017;0;A010;7.863645077;7.580001354
1736;03/10/2017;0;A010;3.931822538;5.896760464
1737;04/10/2017;0;A010;0;0.258504331
1738;05/10/2017;0;A010;0;0.54480052
1739;06/10/2017;0;A010;0;0
1740;07/10/2017;0;A010;0;0
1741;08/10/2017;0;A010;0;0
1742;09/10/2017;0;A010;0;0
1743;10/10/2017;0;A010;0;0
1744;11/10/2017;0;A010;0;0
1745;12/10/2017;0;A010;0;0
1746;13/10/2017;0;A010;0;0
1747;14/10/2017;0;A010;0;0
1748;15/10/2017;0;A010;0;0
1749;16/10/2017;0;A010;0;0.227034271
1750;17/10/2017;0;A010;0;0.20721218
1751;18/10/2017;0;A010;0;0
1752;19/10/2017;0;A010;0;0
1753;20/10/2017;0;A010;0;0
1754;21/10/2017;0;A010;0;0
1755;22/10/2017;0;A010;0;0
1756;23/10/2017;0;A010;0;0.437516093
1757;24/10/2017;0;A010;0;0
1758;25/10/2017;0;A010;0;0.213547081
1759;26/10/2017;0;A010;0;0
1760;27/10/2017;0;A010;5.062289715;5.280640602
1761;28/10/2017;0;A010;5.062289715;3.445566654
1762;29/10/2017;1.8;A010;0;1.238164425
1763;30/10/2017;0.2;A010;0;0.30877474
1764;31/10/2017;0;A010;20.24915886;5.292697906
1765;01/11/2017;1.6;A010;0;5.251180649
1766;02/11/2017;0;A010;14.32540321;6.295982838
1767;03/11/2017;14.4;A010;14.32540321;10.51775837
1768;04/11/2017;4;A010;0;3.105426788
1769;05/11/2017;0.6;A010;0;9.169869423
1770;06/11/2017;0;A010;0;0
1771;07/11/2017;0;A010;6.57531929;7.660475731
1772;08/11/2017;31.4;A010;26.30127716;39.96180344
1773;09/11/2017;21.2;A010;6.57531929;12.98591805
1774;10/11/2017;0.6;A010;6.57531929;5.22129488
1775;11/11/2017;;A010;15.07425404;23.70201111
1776;12/11/2017;;A010;0;1.564335823
1777;13/11/2017;1.8;A010;15.07425404;9.851511955
1778;14/11/2017;;A010;22.61137962;20.67265701
1779;15/11/2017;0.2;A010;0;0
1780;16/11/2017;;A010;0;0.998614907
1781;17/11/2017;;A010;0;3.727598906
1782;18/11/2017;;A010;14.67273808;11.25283146
1783;19/11/2017;;A010;0;3.621941328
1784;20/11/2017;;A010;14.67273808;4.99609375
1785;21/11/2017;;A010;0;2.995543003
1786;22/11/2017;;A010;12.70856762;9.658008575
1787;23/11/2017;;A010;0;1.044802427
1788;24/11/2017;;A010;19.06285095;18.32736206
1789;25/11/2017;;A010;0;8.072237968
1790;26/11/2017;;A010;0;1.72010529
1791;27/11/2017;;A010;8.272773743;3.771673203
1792;28/11/2017;;A010;0;0
1793;29/11/2017;0;A010;0;6.036065102
1794;30/11/2017;0;A010;0;4.921227932
1795;01/12/2017;3.4;A010;14.2059269;7.660837173
1796;02/12/2017;30;A010;7.102963448;15.12227631
1797;03/12/2017;0;A010;0;3.596242905
1798;04/12/2017;0;A010;7.102963448;15.90175056
1799;05/12/2017;2.2;A010;7.102963448;7.346753597
1800;06/12/2017;;A010;0;0.635566831
1801;07/12/2017;;A010;7.256276608;18.10255814
1802;08/12/2017;;A010;0;6.660504341
1803;09/12/2017;;A010;0;2.527099609
1804;10/12/2017;;A010;10.88441563;6.561728477
1805;11/12/2017;;A010;0;5.673858643
1806;12/12/2017;;A010;0;1.186416149
1807;13/12/2017;;A010;0;1.052125812
1808;14/12/2017;;A010;31.44934464;25.04125977
1809;15/12/2017;;A010;20.96623039;5.084905624
1810;16/12/2017;;A010;0;1.682513475
1811;17/12/2017;;A010;21.64396286;9.783216476
1812;18/12/2017;;A010;0;0.378824472
1813;19/12/2017;;A010;0;0
1814;20/12/2017;;A010;0;0
1815;21/12/2017;;A010;0;1.73615551
1816;22/12/2017;;A010;15.7395525;12.57334709
1817;23/12/2017;;A010;7.869776249;7.079652786
1818;24/12/2017;;A010;0;5.375682354
1819;25/12/2017;;A010;7.869776249;6.154417992
1820;26/12/2017;;A010;0;0.457252979
1821;27/12/2017;;A010;17.20911217;13.33765602
1822;28/12/2017;;A010;11.47274208;16.31756973
1823;29/12/2017;;A010;0;3.5048666
1824;30/12/2017;;A010;5.73637104;22.64068222
1825;31/12/2017;;A010;0;6.184383392
1826;01/01/2018;;A010;12.73717976;9.453390121
1827;02/01/2018;;A010;0;1.767553568
1828;03/01/2018;;A010;12.73717976;6.61493969
1829;04/01/2018;;A010;0;2.025542498
1830;05/01/2018;;A010;12.73717976;4.827915192
1831;06/01/2018;;A010;0;4.38466692
1832;07/01/2018;;A010;0;1.081205606
1833;08/01/2018;;A010;0;1.519872904
1834;09/01/2018;;A010;0;5.177245617
1835;10/01/2018;;A010;0;0
1836;11/01/2018;;A010;0;0
1837;12/01/2018;;A010;16.92704201;28.84293747
1838;13/01/2018;;A010;0;0.39285332
1839;14/01/2018;;A010;16.92704201;23.90563965
1840;15/01/2018;;A010;4.231760502;10.08390236
1841;16/01/2018;;A010;6.987148762;11.58201408
1842;17/01/2018;;A010;0;0
1843;18/01/2018;;A010;0;0
1844;19/01/2018;;A010;0;0.719562948
1845;20/01/2018;;A010;0;0
1846;21/01/2018;;A010;7.975786686;5.479616165
1847;22/01/2018;;A010;7.975786686;0
1848;23/01/2018;;A010;7.975786686;7.118031979
1849;24/01/2018;;A010;15.95157337;6.578574657
1850;25/01/2018;;A010;15.95157337;7.422121525
1851;26/01/2018;;A010;11.95361137;8.764752388
1852;27/01/2018;;A010;11.95361137;7.585333824
1853;28/01/2018;;A010;11.95361137;1.783302069
1854;29/01/2018;;A010;11.95361137;7.889136314
1855;30/01/2018;;A010;11.95361137;12.27437496
1856;31/01/2018;;A010;23.90722275;17.01810646
1857;01/02/2018;;A010;0;2.918700695
1858;02/02/2018;;A010;0;0.372432053
1859;03/02/2018;0;A010;42.32765579;30.81300545
1860;04/02/2018;0;A010;52.90957642;42.92717361
1861;05/02/2018;0;A010;42.32765579;19.92116928
1862;06/02/2018;0;A010;0;4.371356964
1863;07/02/2018;0;A010;0;0
1864;08/02/2018;0;A010;11.17369938;2.003924847
1865;09/02/2018;;A010;33.52109909;10.71643257
1866;10/02/2018;0;A010;0;3.548230648
1867;11/02/2018;0;A010;0;2.811261654
1868;12/02/2018;0;A010;0;0.750012994
1869;13/02/2018;0;A010;0;3.644685745
1870;14/02/2018;0;A010;0;0
1871;15/02/2018;0;A010;0;0
1872;16/02/2018;0;A010;0;0
1873;17/02/2018;0;A010;0;0
1874;18/02/2018;0;A010;14.4403553;24.90351868
1875;19/02/2018;0;A010;9.626903534;21.1239357
1876;20/02/2018;0;A010;4.813451767;15.28241539
1877;21/02/2018;0;A010;6.311349392;6.227338791
1878;22/02/2018;0;A010;12.62269878;19.47974396
1879;23/02/2018;0;A010;0;0
1880;24/02/2018;0;A010;12.62269878;4.6541996
1881;25/02/2018;0;A010;6.311349392;26.92907333
1882;26/02/2018;0;A010;9.460493088;7.626791
1883;27/02/2018;0;A010;0;0.722895801
1884;28/02/2018;0;A010;0;0
1885;01/03/2018;0;A010;0;0.558413804
1886;02/03/2018;;A010;10.1391201;4.83849144
1887;03/03/2018;0;A010;5.069560051;3.612369537
1888;04/03/2018;0;A010;0;0.971401095
1889;05/03/2018;0;A010;0;0.750125766
1890;06/03/2018;0;A010;6.241561413;5.29537487
1891;07/03/2018;0;A010;6.241561413;7.758069038
1892;08/03/2018;;A010;31.20780563;25.92861176
1893;09/03/2018;0;A010;6.241561413;4.373246193
1894;10/03/2018;0;A010;0;6.463862419
1895;11/03/2018;0;A010;4.874177933;7.824660301
1896;12/03/2018;0;A010;9.748355865;12.65329742
1897;13/03/2018;0;A010;0;3.108602524
1898;14/03/2018;0;A010;9.748355865;3.077546597
1899;15/03/2018;0;A010;0;0
1900;16/03/2018;0;A010;9.499001503;6.18405962
1901;17/03/2018;0;A010;9.499001503;1.398721933
1902;18/03/2018;0;A010;9.499001503;1.288830996
1903;19/03/2018;0;A010;0;3.765859127
1904;20/03/2018;0;A010;9.499001503;8.926556587
1905;21/03/2018;0;A010;0;2.363852024
1906;22/03/2018;0;A010;31.01601982;10.8260603
1907;23/03/2018;;A010;0;5.350320339
1908;24/03/2018;0;A010;31.01601982;10.55849838
1909;25/03/2018;0;A010;0;2.693823814
1910;26/03/2018;;A010;11.57522869;3.997585773
1911;27/03/2018;;A010;0;0
1912;28/03/2018;;A010;0;0
1913;29/03/2018;;A010;0;0
1914;30/03/2018;;A010;11.57522869;5.056779861
1915;31/03/2018;;A010;0;1.002457142
1916;01/04/2018;;A010;0;0
1917;02/04/2018;0;A010;17.72172928;12.63084602
1918;03/04/2018;0;A010;0;0.816251993
1919;04/04/2018;0;A010;35.44345856;8.630135536
1920;05/04/2018;0.2;A010;0;3.307434797
1921;06/04/2018;0;A010;12.67134571;8.485637665
1922;07/04/2018;0;A010;12.67134571;8.72328949
1923;08/04/2018;0;A010;25.34269142;4.281710625
1924;09/04/2018;0;A010;0;0
1925;10/04/2018;0;A010;12.67134571;3.33172226
1926;11/04/2018;;A010;0;2.435536385
1927;12/04/2018;0;A010;0;1.974069357
1928;13/04/2018;0;A010;19.14095116;11.97538567
1929;14/04/2018;;A010;66.99333191;25.78311157
1930;15/04/2018;0;A010;0;4.09847641
1931;16/04/2018;0;A010;0;3.126352787
1932;17/04/2018;0;A010;49.89541245;15.90292549
1933;18/04/2018;0;A010;0;1.804362774
1934;19/04/2018;;A010;0;0.894034266
1935;20/04/2018;0;A010;0;2.271670818
1936;21/04/2018;0;A010;0;0
1937;22/04/2018;0;A010;0;0
1938;23/04/2018;0;A010;0;0
1939;24/04/2018;0;A010;0;0
1940;25/04/2018;;A010;0;0
1941;26/04/2018;;A010;0;0
1942;27/04/2018;0;A010;0;0
1943;28/04/2018;0;A010;0;0
1944;29/04/2018;0;A010;0;0
1945;30/04/2018;0;A010;0;0
1946;01/05/2018;0;A010;0;0
1947;02/05/2018;0;A010;0;0
1948;03/05/2018;0;A010;0;0
1949;04/05/2018;;A010;0;0.212366134
1950;05/05/2018;0;A010;0;0
1951;06/05/2018;0;A010;0;0
1952;07/05/2018;0;A010;0;0
1953;08/05/2018;0;A010;0;0
1954;09/05/2018;0;A010;0;0
1955;10/05/2018;;A010;0;0
1956;11/05/2018;0;A010;0;0
1957;12/05/2018;;A010;0;0
1958;13/05/2018;0;A010;0;0
1959;14/05/2018;0;A010;0;1.322570205
1960;15/05/2018;0;A010;0;0
1961;16/05/2018;;A010;0;0
1962;17/05/2018;0;A010;0;0
1963;18/05/2018;0;A010;0;0
1964;19/05/2018;;A010;0;1.005578399
1965;20/05/2018;0.6;A010;5.98221302;5.834663391
1966;21/05/2018;;A010;0;0
1967;22/05/2018;0.4;A010;0;0
1968;23/05/2018;0;A010;0;0
1969;24/05/2018;0;A010;0;0
1970;25/05/2018;0;A010;0;0
1971;26/05/2018;;A010;0;0
1972;27/05/2018;0;A010;0;0
1973;28/05/2018;0;A010;0;0
1974;29/05/2018;0;A010;0;0
1975;30/05/2018;0;A010;0;0
1976;31/05/2018;0;A010;0;0
1977;01/06/2018;0;A010;0;0
1978;02/06/2018;0;A010;0;0
1979;03/06/2018;;A010;0;0
1980;04/06/2018;0;A010;0;0
1981;05/06/2018;0;A010;0;0
1982;06/06/2018;0;A010;0;0
1983;07/06/2018;0.2;A010;0;0
1984;08/06/2018;;A010;0;0
1985;09/06/2018;0;A010;0;0
1986;10/06/2018;;A010;0;0
1987;11/06/2018;0;A010;0;0
1988;12/06/2018;0;A010;0;0
1989;13/06/2018;0;A010;0;0
1990;14/06/2018;0;A010;0;0
1991;15/06/2018;0;A010;0;0
1992;16/06/2018;0;A010;0;0
1993;17/06/2018;0;A010;0;0
1994;18/06/2018;0;A010;0;0
1995;19/06/2018;0;A010;0;0
1996;20/06/2018;0;A010;0;0
1997;21/06/2018;;A010;0;0
1998;22/06/2018;;A010;0;0
1999;23/06/2018;0;A010;0;0
2000;24/06/2018;0;A010;0;0
2001;25/06/2018;0;A010;0;0
2002;26/06/2018;0;A010;0;0
2003;27/06/2018;0;A010;0;0
2004;28/06/2018;0;A010;0;0
2005;29/06/2018;0;A010;0;0
2006;30/06/2018;0;A010;0;0
2007;01/07/2018;0;A010;0;0
2008;02/07/2018;0;A010;0;0
2009;03/07/2018;0;A010;0;0
2010;04/07/2018;0;A010;0;0
2011;05/07/2018;0;A010;0;0
2012;06/07/2018;0;A010;0;0
2013;07/07/2018;0;A010;0;0
2014;08/07/2018;0;A010;0;0
2015;09/07/2018;0;A010;0;0
2016;10/07/2018;0;A010;0;0
2017;11/07/2018;0;A010;0;0
2018;12/07/2018;0;A010;0;0
2019;13/07/2018;0;A010;0;0
2020;14/07/2018;0;A010;0;0
2021;15/07/2018;0;A010;0;0
2022;16/07/2018;0;A010;0;0
2023;17/07/2018;0;A010;0;0
2024;18/07/2018;0;A010;0;0
2025;19/07/2018;0;A010;0;0
2026;20/07/2018;0;A010;0;0
2027;21/07/2018;0;A010;0;0
2028;22/07/2018;0;A010;0;0
2029;23/07/2018;0;A010;0;0
2030;24/07/2018;0;A010;0;0
2031;25/07/2018;0;A010;0;0
2032;26/07/2018;0;A010;0;0
2033;27/07/2018;0;A010;0;0
2034;28/07/2018;0;A010;0;0
2035;29/07/2018;0;A010;0;0
2036;30/07/2018;0;A010;0;0
2037;31/07/2018;0;A010;0;0
2038;01/08/2018;0;A010;0;0
2039;02/08/2018;0;A010;0;0
2040;03/08/2018;0;A010;0;0
2041;04/08/2018;0;A010;0;0
2042;05/08/2018;0;A010;0;0
2043;06/08/2018;0;A010;0;0
2044;07/08/2018;0;A010;0;0
2045;08/08/2018;0;A010;0;0
2046;09/08/2018;0;A010;0;0.398875862
2047;10/08/2018;0;A010;0;0.496378899
2048;11/08/2018;0;A010;0;0
2049;12/08/2018;0;A010;0;0
2050;13/08/2018;0;A010;0;0
2051;14/08/2018;0;A010;0;0
2052;15/08/2018;6;A010;0;0.877005577
2053;16/08/2018;2;A010;0.595392704;2.611203194
2054;17/08/2018;5.2;A010;1.539451599;1.886969805
2055;18/08/2018;0;A010;0.464812785;0.400700808
2056;19/08/2018;0;A010;0.780735791;0
2057;20/08/2018;0;A010;2.29E-06;0
2058;21/08/2018;0;A010;0;0
2059;22/08/2018;0;A010;0;0
2060;23/08/2018;0;A010;0;0
2061;24/08/2018;0;A010;0;0
2062;25/08/2018;0;A010;0;0
2063;26/08/2018;0;A010;0;0
2064;27/08/2018;0;A010;0;0
2065;28/08/2018;0;A010;0;0
2066;29/08/2018;0;A010;0;0
2067;30/08/2018;0;A010;0;0
2068;31/08/2018;0;A010;0;0
2069;01/09/2018;0;A010;0;0
2070;02/09/2018;0;A010;0;0
2071;03/09/2018;0;A010;0;0
2072;04/09/2018;0;A010;0;0
2073;05/09/2018;;A010;0;0
2074;06/09/2018;;A010;0;0
2075;07/09/2018;0;A010;0;0
2076;08/09/2018;0;A010;0;0
2077;09/09/2018;;A010;0;0
2078;10/09/2018;;A010;0;0
2079;11/09/2018;;A010;0;0
2080;12/09/2018;;A010;0;0.912120342
2081;13/09/2018;0;A010;0;2.425406456
2082;14/09/2018;;A010;0;0
2083;15/09/2018;;A010;0;0.213163942
2084;16/09/2018;;A010;0;0
2085;17/09/2018;;A010;2.379810572;1.39317143
2086;18/09/2018;;A010;0;0
2087;19/09/2018;1.8;A010;0;0.475321949
2088;20/09/2018;0;A010;0;0.343749046
2089;21/09/2018;0;A010;0;0
2090;22/09/2018;;A010;0;0
2091;23/09/2018;;A010;0;0
2092;24/09/2018;;A010;3.464754343;2.145863533
2093;25/09/2018;;A010;3.464754343;1.866517782
2094;26/09/2018;;A010;0;0
2095;27/09/2018;;A010;0;0
2096;28/09/2018;;A010;0;0
2097;29/09/2018;;A010;0;0
2098;30/09/2018;0;A010;3.230597019;0.529255033
2099;01/10/2018;3.8;A010;0;3.199288845
2100;02/10/2018;;A010;0;3.5130229
2101;03/10/2018;;A010;0;0
2102;04/10/2018;;A010;0;0
2103;05/10/2018;0;A010;0;4.232074738
2104;06/10/2018;;A010;19.90855217;8.83368969
2105;07/10/2018;;A010;19.90855217;7.903434277
2106;08/10/2018;;A010;0;0
2107;09/10/2018;0.2;A010;0;0.580475211
2108;10/10/2018;;A010;0;0.511320114
2109;11/10/2018;;A010;0;0
2110;12/10/2018;0;A010;0;0
2111;13/10/2018;;A010;0;0
2112;14/10/2018;0;A010;4.092165947;5.726518631
2113;15/10/2018;;A010;8.184331894;17.38381577
2114;16/10/2018;;A010;13.88502121;17.57445908
2115;17/10/2018;;A010;6.942510605;4.523914814
2116;18/10/2018;0.6;A010;6.942510605;6.977449894
2117;19/10/2018;;A010;13.88502121;13.02064133
2118;20/10/2018;;A010;0;0
2119;21/10/2018;0;A010;17.45500755;12.73948097
2120;22/10/2018;;A010;0;1.449852943
2121;23/10/2018;;A010;0;0
2122;24/10/2018;;A010;0;0
2123;25/10/2018;;A010;0;1.43837142
2124;26/10/2018;;A010;0;0.282494396
2125;27/10/2018;0;A010;10.19175816;2.975802898
2126;28/10/2018;;A010;10.19175816;7.740024567
2127;29/10/2018;;A010;10.19175816;7.865786076
2128;30/10/2018;;A010;5.095879078;4.818157673
2129;31/10/2018;;A010;15.28763676;13.44304657
2130;01/11/2018;;A010;11.73340321;18.79271126
2131;02/11/2018;;A010;5.866701603;3.986993551
2132;03/11/2018;;A010;0;3.287489414
2133;04/11/2018;;A010;0;2.16881752
2134;05/11/2018;;A010;5.866701603;10.76310253
2135;06/11/2018;;A010;6.713070869;5.210235119
2136;07/11/2018;;A010;6.713070869;11.90891743
2137;08/11/2018;;A010;13.42614174;12.48961258
2138;09/11/2018;;A010;6.713070869;3.036522865
2139;10/11/2018;;A010;6.713070869;32.29286194
2140;11/11/2018;;A010;0;1.414581776
2141;12/11/2018;;A010;0;3.378264904
2142;13/11/2018;;A010;0;0
2143;14/11/2018;;A010;15.3499279;5.381106377
2144;15/11/2018;;A010;7.674963951;9.783708572
2145;16/11/2018;;A010;33.21695328;23.55886078
2146;17/11/2018;;A010;0;2.998254538
2147;18/11/2018;;A010;0;0.456546366
2148;19/11/2018;;A010;0;0
2149;20/11/2018;;A010;0;0.876159549
2150;21/11/2018;;A010;0;1.674893141
2151;22/11/2018;;A010;0;0.749786198
2152;23/11/2018;;A010;0;2.463392496
2153;24/11/2018;;A010;29.60618782;23.43737984
2154;25/11/2018;;A010;7.401546955;1.731405258
2155;26/11/2018;;A010;18.83935356;10.75108719
2156;27/11/2018;;A010;0;3.02940321
2157;28/11/2018;;A010;0;0
2158;29/11/2018;;A010;0;3.246551991
2159;30/11/2018;;A010;37.67870712;20.23087502
2160;01/12/2018;;A010;16.83676529;9.470550537
2161;02/12/2018;;A010;8.418382645;17.82155991
2162;03/12/2018;;A010;0;6.104057312
2163;04/12/2018;;A010;25.25514603;29.26482582
2164;05/12/2018;;A010;16.83676529;9.685556412
2165;06/12/2018;;A010;36.45215225;19.60529327
2166;07/12/2018;;A010;9.113038063;5.890078068
2167;08/12/2018;;A010;0;0.412551939
2168;09/12/2018;;A010;18.22607613;10.29531097
2169;10/12/2018;;A010;0;0.558400273
2170;11/12/2018;;A010;0;0
2171;12/12/2018;;A010;0;1.414317131
2172;13/12/2018;;A010;0;0
2173;14/12/2018;;A010;0;0
2174;15/12/2018;;A010;0;0.377972901
2175;16/12/2018;;A010;0;2.492087841
2176;17/12/2018;;A010;0;0.883648634
2177;18/12/2018;;A010;0;0
2178;19/12/2018;;A010;0;0
2179;20/12/2018;;A010;0;0
2180;21/12/2018;;A010;0.000220675;0
2181;22/12/2018;;A010;0.149695918;2.241132975
2182;23/12/2018;;A010;1.503851056;2.099735498
2183;24/12/2018;;A010;10.90084457;0.678228617
2184;25/12/2018;;A010;10.03867149;0
2185;26/12/2018;;A010;0;1.551606178
2186;27/12/2018;;A010;18.0904007;19.68609047
2187;28/12/2018;;A010;0;2.029208183
2188;29/12/2018;;A010;12.06026745;18.86611938
2189;30/12/2018;;A010;0;7.727560997
2190;31/12/2018;;A010;18.0904007;15.68827343
2191;01/01/2019;;A010;0;1.92402184
2192;02/01/2019;;A010;10.5053587;1.17473793
2193;03/01/2019;;A010;0;0
2194;04/01/2019;;A010;0;0.484091699
2195;05/01/2019;;A010;10.5053587;2.053201199
2196;06/01/2019;;A010;0;2.730841398
2197;07/01/2019;;A010;2.690721512;1.857227802
2198;08/01/2019;;A010;0;0.723933101
2199;09/01/2019;;A010;2.690721512;1.830113411
2200;10/01/2019;;A010;10.76288605;8.346393585
2201;11/01/2019;;A010;6.295151234;4.740175247
2202;12/01/2019;;A010;6.295151234;5.947538376
2203;13/01/2019;;A010;12.59030247;5.702406406
2204;14/01/2019;;A010;0;3.414433479
2205;15/01/2019;;A010;12.59030247;10.91300488
2206;16/01/2019;;A010;0;0
2207;17/01/2019;;A010;0;0.745756924
2208;18/01/2019;;A010;5.803731441;3.106034517
2209;19/01/2019;;A010;0;2.48152113
2210;20/01/2019;;A010;11.60746288;12.80748749
2211;21/01/2019;;A010;4.191440582;2.929460049
2212;22/01/2019;;A010;0;0.957161188
2213;23/01/2019;;A010;0;0.236755222
2214;24/01/2019;;A010;4.191440582;3.608643293
2215;25/01/2019;;A010;4.191440582;1.263796806
2216;26/01/2019;;A010;8.197984695;6.772434235
2217;27/01/2019;;A010;16.39596939;7.480053902
2218;28/01/2019;;A010;0;3.095012426
2219;29/01/2019;;A010;0;0.724594414
2220;30/01/2019;;A010;0;0
2221;31/01/2019;;A010;0;0
2222;01/02/2019;;A010;0;0
2223;02/02/2019;;A010;4.872104645;6.129917145
2224;03/02/2019;;A010;9.74420929;8.934781075
2225;04/02/2019;;A010;0;2.270152569
2226;05/02/2019;;A010;9.74420929;9.568194389
2227;06/02/2019;;A010;16.8183651;9.418510437
2228;07/02/2019;;A010;16.8183651;9.44874382
2229;08/02/2019;;A010;0;5.604097366
2230;09/02/2019;;A010;16.8183651;18.49289703
2231;10/02/2019;;A010;8.409182549;11.68392086
2232;11/02/2019;;A010;0;0.548346043
2233;12/02/2019;;A010;0;0
2234;13/02/2019;0.4;A010;0;0
2235;14/02/2019;0;A010;0;3.579958677
2236;15/02/2019;;A010;0;0
2237;16/02/2019;0;A010;0;15.2407608
2238;17/02/2019;27.2;A010;21.37535286;13.16001034
2239;18/02/2019;12.6;A010;14.2502346;7.904186726
2240;19/02/2019;6.6;A010;7.125117302;0.716703176
2241;20/02/2019;0;A010;14.2502346;10.45977592
2242;21/02/2019;1.6;A010;0;7.070700645
2243;22/02/2019;1.8;A010;0;1.56678772
2244;23/02/2019;12.4;A010;30.40118599;13.16030502
2245;24/02/2019;16.4;A010;10.13372898;7.582292557
2246;25/02/2019;1;A010;20.26745796;23.51041031
2247;26/02/2019;2.2;A010;0;2.227766991
2248;27/02/2019;5.4;A010;0;6.470187664
2249;28/02/2019;10.4;A010;0;3.898296118
2250;01/03/2019;1.4;A010;5.216150761;8.704990387
2251;02/03/2019;0;A010;10.43230152;7.838995934
2252;03/03/2019;20.2;A010;0;5.68402338
2253;04/03/2019;6.8;A010;5.216150761;10.18012047
2254;05/03/2019;19.4;A010;5.216150761;3.946090937
2255;06/03/2019;21.8;A010;12.82985115;6.932643414
2256;07/03/2019;1.8;A010;0;0.322557688
2257;08/03/2019;0;A010;0;3.060387135
2258;09/03/2019;0;A010;12.82985115;12.63387394
2259;10/03/2019;0.4;A010;38.48955154;19.94351196
2260;11/03/2019;8.8;A010;0;2.760355473
2261;12/03/2019;0;A010;0;0
2262;13/03/2019;0.6;A010;9.590291977;7.916898251
2263;14/03/2019;0.4;A010;9.590291977;6.790605068
2264;15/03/2019;0.2;A010;9.590291977;4.489527225
2265;16/03/2019;6.2;A010;16.77683067;16.1272583
2266;17/03/2019;25.2;A010;0;2.486603737
2267;18/03/2019;0;A010;0;0
2268;19/03/2019;0;A010;8.388415337;10.81741524
2269;20/03/2019;0;A010;0;2.829184532
2270;21/03/2019;0;A010;0;5.207851887
2271;22/03/2019;3.8;A010;27.45895004;12.4223814
2272;23/03/2019;0;A010;27.45895004;13.0118084
2273;24/03/2019;10.4;A010;0;0
2274;25/03/2019;15.2;A010;0;9.436141968
2275;26/03/2019;12.6;A010;22.87082672;7.684131145
2276;27/03/2019;65;A010;11.43541336;7.764535904
2277;28/03/2019;12.6;A010;0;3.122958899
2278;29/03/2019;1.2;A010;0;0
2279;30/03/2019;0;A010;0;0
2280;31/03/2019;0;A010;0;0
2281;01/04/2019;0;A010;0;0
2282;02/04/2019;0;A010;8.582558632;13.70796776
2283;03/04/2019;3.4;A010;0;1.035616398
2284;04/04/2019;0;A010;0;1.296902061
2285;05/04/2019;5.4;A010;0;1.922558546
2286;06/04/2019;51.2;A010;20.70054054;20.51840401
2287;07/04/2019;0;A010;10.35027027;19.40930176
2288;08/04/2019;7.6;A010;10.35027027;5.30804491
2289;09/04/2019;1.8;A010;0;0.420506477
2290;10/04/2019;19.6;A010;31.05081177;14.4159565
2291;11/04/2019;0;A010;15.28256035;5.820749283
