;Data;Precipitacao;estacao;chirps;persiann
0;01/01/2017;0;A009;0;2.911831379
1;02/01/2017;0;A009;2.714164734;4.86631012
2;03/01/2017;0;A009;5.428329468;9.214043617
3;04/01/2017;15;A009;2.714164734;8.892291069
4;05/01/2017;0.8;A009;2.714164734;3.098712921
5;06/01/2017;4;A009;2.089298248;3.737117767
6;07/01/2017;0;A009;2.089298248;3.755729675
7;08/01/2017;0.2;A009;0;2.608181
8;09/01/2017;0;A009;4.178596497;6.58954525
9;10/01/2017;2.6;A009;0;2.200764179
10;11/01/2017;0.2;A009;23.05072594;20.04194641
11;12/01/2017;9.4;A009;0;0
12;13/01/2017;0;A009;11.52536297;9.894770622
13;14/01/2017;4.6;A009;11.52536297;16.70714569
14;15/01/2017;0;A009;5.762681484;3.801621914
15;16/01/2017;1.2;A009;33.37973404;20.7430706
16;17/01/2017;0;A009;13.35189342;15.13484383
17;18/01/2017;116.4;A009;13.35189342;18.63128471
18;19/01/2017;29.4;A009;0;1.052450657
19;20/01/2017;0;A009;20.02783966;19.97361946
20;21/01/2017;43.4;A009;11.61204338;4.034103394
21;22/01/2017;58.6;A009;17.41806412;7.537210464
22;23/01/2017;0;A009;17.41806412;20.03914261
23;24/01/2017;5.8;A009;23.22408676;18.02016068
24;25/01/2017;7.4;A009;11.61204338;6.408272743
25;26/01/2017;0;A009;4.452169895;8.767873764
26;27/01/2017;29.2;A009;2.226084948;10.00848007
27;28/01/2017;13.6;A009;2.226084948;2.298921585
28;29/01/2017;19.8;A009;4.452169895;12.71660328
29;30/01/2017;37.8;A009;0;0.727894127
30;31/01/2017;0;A009;0;6.735888481
31;01/02/2017;6.4;A009;15.9749403;9.265079498
32;02/02/2017;18.4;A009;15.9749403;17.56009674
33;03/02/2017;6;A009;0;0.448363155
34;04/02/2017;0;A009;10.64995956;15.14716244
35;05/02/2017;58;A009;5.324979782;13.87302303
36;06/02/2017;1.8;A009;7.211571217;11.38854408
37;07/02/2017;26.6;A009;21.63471413;14.45255756
38;08/02/2017;54.4;A009;14.42314243;8.231519699
39;09/02/2017;1.8;A009;0;1.372516036
40;10/02/2017;0.4;A009;14.42314243;9.976676941
41;11/02/2017;7.6;A009;9.925052643;8.308730125
42;12/02/2017;16.8;A009;9.925052643;12.19553757
43;13/02/2017;7.8;A009;29.77515793;18.42641449
44;14/02/2017;15.6;A009;9.925052643;5.388406754
45;15/02/2017;2.4;A009;49.6252594;14.68776894
46;16/02/2017;0.2;A009;0;0.709808946
47;17/02/2017;0;A009;3.046075344;11.2269659
48;18/02/2017;0.4;A009;15.2303772;33.74141693
49;19/02/2017;0.2;A009;6.092150688;17.24767303
50;20/02/2017;3.4;A009;9.138225555;19.45848465
51;21/02/2017;6;A009;11.01662254;10.67962933
52;22/02/2017;10.6;A009;5.508311272;3.073851585
53;23/02/2017;0.2;A009;11.01662254;14.64066696
54;24/02/2017;23;A009;16.52493477;10.35110855
55;25/02/2017;8.4;A009;11.01662254;14.55540657
56;26/02/2017;0.2;A009;11.57083321;10.99294662
57;27/02/2017;0;A009;0;1.691497803
58;28/02/2017;0;A009;8.678125381;11.14409065
59;01/03/2017;0;A009;0;2.521272182
60;02/03/2017;0;A009;10.87044811;14.52256012
61;03/03/2017;7.4;A009;0;0
62;04/03/2017;7.6;A009;10.87044811;10.03000832
63;05/03/2017;0;A009;0;0.835114121
64;06/03/2017;9;A009;0;2.089000225
65;07/03/2017;1.4;A009;0;5.66219759
66;08/03/2017;0;A009;0;3.337756157
67;09/03/2017;11.2;A009;16.05253029;15.26020432
68;10/03/2017;14.8;A009;0;0
69;11/03/2017;0;A009;0;0
70;12/03/2017;0;A009;4.915863991;8.776662827
71;13/03/2017;6;A009;9.831727982;8.539331436
72;14/03/2017;0.2;A009;4.915863991;5.194555283
73;15/03/2017;9.4;A009;9.831727982;14.26470852
74;16/03/2017;8;A009;13.73373795;15.71542549
75;17/03/2017;3.8;A009;13.73373795;8.266901016
76;18/03/2017;3.8;A009;0;2.870384216
77;19/03/2017;4.4;A009;0;0.635043144
78;20/03/2017;0;A009;13.73373795;13.61265564
79;21/03/2017;2;A009;5.5590415;13.09857368
80;22/03/2017;2.4;A009;5.5590415;13.48818588
81;23/03/2017;0.2;A009;5.5590415;18.83035278
82;24/03/2017;0;A009;5.5590415;22.0375061
83;25/03/2017;42.2;A009;0;1.704788089
84;26/03/2017;0.2;A009;13.41920471;11.35085487
85;27/03/2017;1.8;A009;26.83840942;11.75963688
86;28/03/2017;26.2;A009;6.709602356;3.298876047
87;29/03/2017;8.2;A009;6.709602356;2.974874496
88;30/03/2017;33.8;A009;20.12880707;21.77155495
89;31/03/2017;0.6;A009;0;0.270271301
90;01/04/2017;0.2;A009;0;1.066922903
91;02/04/2017;20.6;A009;0;12.4694519
92;03/04/2017;6.2;A009;0;1.322021604
93;04/04/2017;20;A009;40.99518585;5.413228989
94;05/04/2017;16.4;A009;0;4.147125244
95;06/04/2017;17.4;A009;14.8703022;13.02306557
96;07/04/2017;0.2;A009;0;1.822687268
97;08/04/2017;3.8;A009;7.4351511;7.257386684
98;09/04/2017;0;A009;0;0
99;10/04/2017;0;A009;0;0.373918444
100;11/04/2017;1;A009;0;1.751999378
101;12/04/2017;9.2;A009;0;3.262537479
102;13/04/2017;0;A009;0;1.905596733
103;14/04/2017;0.8;A009;0;5.79441452
104;15/04/2017;2.8;A009;10.06451607;13.02438641
105;16/04/2017;0;A009;0;0
106;17/04/2017;0;A009;0;1.063949823
107;18/04/2017;0;A009;5.851735115;9.940878868
108;19/04/2017;5.8;A009;17.55520439;5.373591423
109;20/04/2017;22.8;A009;0;4.488012791
110;21/04/2017;0;A009;0;4.806768417
111;22/04/2017;2;A009;0;1.043139935
112;23/04/2017;8.8;A009;0;1.868601322
113;24/04/2017;3.2;A009;7.718081951;8.24007988
114;25/04/2017;0;A009;0;2.360773087
115;26/04/2017;0;A009;6.745863914;7.524282932
116;27/04/2017;17;A009;0;1.79527092
117;28/04/2017;0.6;A009;0;3.512587309
118;29/04/2017;0.8;A009;0;0
119;30/04/2017;4;A009;6.745863914;4.614192963
120;01/05/2017;0;A009;5.591141224;2.488012552
121;02/05/2017;0;A009;0;0
122;03/05/2017;0;A009;0;0
123;04/05/2017;0;A009;0;0
124;05/05/2017;0;A009;0;0
125;06/05/2017;0;A009;0;1.434201717
126;07/05/2017;0;A009;0;0
127;08/05/2017;0;A009;0;0
128;09/05/2017;0;A009;0;0
129;10/05/2017;2.8;A009;0;0
130;11/05/2017;0;A009;0;0
131;12/05/2017;0.8;A009;7.73033905;1.425985813
132;13/05/2017;13.8;A009;0;0
133;14/05/2017;0;A009;0;0
134;15/05/2017;0;A009;0;0
135;16/05/2017;0;A009;0;0
136;17/05/2017;0;A009;0;0
137;18/05/2017;0;A009;0;0
138;19/05/2017;0;A009;0;0
139;20/05/2017;0;A009;0;0
140;21/05/2017;0;A009;0;0.42941156
141;22/05/2017;0;A009;0;0
142;23/05/2017;0;A009;0;0
143;24/05/2017;0.8;A009;0;0
144;25/05/2017;0.2;A009;0;0
145;26/05/2017;0;A009;0;0
146;27/05/2017;0;A009;0;0
147;28/05/2017;0;A009;0;0
148;29/05/2017;0;A009;0;0
149;30/05/2017;0;A009;0;0
150;31/05/2017;0;A009;0;0
151;01/06/2017;0;A009;0;0
152;02/06/2017;0;A009;0;0
153;03/06/2017;0;A009;0;8.000843048
154;04/06/2017;0;A009;4.472290039;152.8579712
155;05/06/2017;0;A009;0;46.34020233
156;06/06/2017;0;A009;0;0
157;07/06/2017;0;A009;0;0
158;08/06/2017;0;A009;0;0
159;09/06/2017;0;A009;0;0
160;10/06/2017;0;A009;0;0
161;11/06/2017;0;A009;0;0
162;12/06/2017;0;A009;0;0
163;13/06/2017;0;A009;0;0
164;14/06/2017;0;A009;0;0
165;15/06/2017;0;A009;0;0
166;16/06/2017;0;A009;0;0
167;17/06/2017;0;A009;0;0
168;18/06/2017;0;A009;0;0
169;19/06/2017;0;A009;0;0
170;20/06/2017;0;A009;0;0
171;21/06/2017;0;A009;0;0
172;22/06/2017;0;A009;0;0
173;23/06/2017;0;A009;0;0
174;24/06/2017;0;A009;0;0
175;25/06/2017;0;A009;0;0
176;26/06/2017;0;A009;0;0
177;27/06/2017;0;A009;0;0
178;28/06/2017;0;A009;0;0
179;29/06/2017;0;A009;0;0
180;30/06/2017;0;A009;0;0
181;01/07/2017;0;A009;0;0
182;02/07/2017;0;A009;0;0
183;03/07/2017;0;A009;0;0
184;04/07/2017;0;A009;0;0
185;05/07/2017;0;A009;0;0
186;06/07/2017;0;A009;0;0
187;07/07/2017;0;A009;0;0
188;08/07/2017;0;A009;0;0
189;09/07/2017;0;A009;0;0
190;10/07/2017;0;A009;0;0
191;11/07/2017;0;A009;0;0
192;12/07/2017;0;A009;0;0
193;13/07/2017;0;A009;0;0
194;14/07/2017;0;A009;0;0
195;15/07/2017;0;A009;0;0
196;16/07/2017;0;A009;0;0
197;17/07/2017;0;A009;0;0
198;18/07/2017;0;A009;0;0
199;19/07/2017;0;A009;0;0
200;20/07/2017;0;A009;0;0
201;21/07/2017;0;A009;0;0
202;22/07/2017;0;A009;0;0
203;23/07/2017;0;A009;0;0
204;24/07/2017;0;A009;0;0
205;25/07/2017;0;A009;0;0
206;26/07/2017;0;A009;0;0
207;27/07/2017;0;A009;0;0
208;28/07/2017;0;A009;0;0
209;29/07/2017;0;A009;0;0
210;30/07/2017;0;A009;0;0
211;31/07/2017;0;A009;0;0
212;01/08/2017;0;A009;0;0
213;02/08/2017;0;A009;0;0
214;03/08/2017;0;A009;0;0
215;04/08/2017;0;A009;0;0
216;05/08/2017;0;A009;0;0
217;06/08/2017;0;A009;0;0
218;07/08/2017;0;A009;0;0
219;08/08/2017;0;A009;0;0
220;09/08/2017;0;A009;0;0
221;10/08/2017;0;A009;0;0
222;11/08/2017;0;A009;0;0
223;12/08/2017;0;A009;0;0
224;13/08/2017;0;A009;0;0
225;14/08/2017;0;A009;0;0
226;15/08/2017;0;A009;0;0
227;16/08/2017;0;A009;0;0
228;17/08/2017;0;A009;0;0
229;18/08/2017;0;A009;0;0
230;19/08/2017;0;A009;0;0
231;20/08/2017;0;A009;0;0
232;21/08/2017;0;A009;0;0
233;22/08/2017;0;A009;0;0
234;23/08/2017;0;A009;0;0
235;24/08/2017;0;A009;0;0
236;25/08/2017;0;A009;0;0
237;26/08/2017;0;A009;0;0
238;27/08/2017;0;A009;0;0
239;28/08/2017;0;A009;0;0
240;29/08/2017;0;A009;0;0
241;30/08/2017;0;A009;0;0
242;31/08/2017;0;A009;0;0
243;01/09/2017;0;A009;0;0
244;02/09/2017;0;A009;0;0
245;03/09/2017;0;A009;0;0
246;04/09/2017;0;A009;0;0
247;05/09/2017;0;A009;0;0
248;06/09/2017;0;A009;0;0
249;07/09/2017;0;A009;0;0
250;08/09/2017;0;A009;0;0
251;09/09/2017;0;A009;0;0
252;10/09/2017;0;A009;0;0
253;11/09/2017;0;A009;0;0
254;12/09/2017;0;A009;0;0
255;13/09/2017;0;A009;0;0
256;14/09/2017;0;A009;0;0
257;15/09/2017;0;A009;0;0
258;16/09/2017;0;A009;0;0
259;17/09/2017;0;A009;0;0
260;18/09/2017;0;A009;0;0
261;19/09/2017;0;A009;0;0
262;20/09/2017;0;A009;0;0
263;21/09/2017;0;A009;0;1.188827515
264;22/09/2017;0;A009;0;1.844980717
265;23/09/2017;0;A009;0;0
266;24/09/2017;0;A009;0;0
267;25/09/2017;0;A009;0;0
268;26/09/2017;0;A009;0;0.390313089
269;27/09/2017;0;A009;0;0
270;28/09/2017;0;A009;0;0
271;29/09/2017;0;A009;0;0
272;30/09/2017;0;A009;13.38197994;2.986354828
273;01/10/2017;0;A009;2.394962311;3.500545263
274;02/10/2017;0;A009;0;2.779764891
275;03/10/2017;0.2;A009;2.394962311;1.693697929
276;04/10/2017;0;A009;0;0
277;05/10/2017;4.6;A009;0;0
278;06/10/2017;0;A009;0;0
279;07/10/2017;0;A009;0;0
280;08/10/2017;0;A009;0;1.247768641
281;09/10/2017;0;A009;0;4.717890739
282;10/10/2017;0;A009;0;0
283;11/10/2017;0;A009;0;0
284;12/10/2017;0;A009;0;0
285;13/10/2017;0;A009;0;0
286;14/10/2017;0;A009;0;0
287;15/10/2017;0;A009;0;4.343017578
288;16/10/2017;3.8;A009;14.20358086;11.00257683
289;17/10/2017;4.6;A009;7.101790428;1.893532634
290;18/10/2017;0;A009;0;0
291;19/10/2017;0;A009;0;0
292;20/10/2017;0;A009;0;0
293;21/10/2017;0;A009;0;0
294;22/10/2017;0;A009;0;0.283811092
295;23/10/2017;0;A009;0;0
296;24/10/2017;0;A009;0;0
297;25/10/2017;0;A009;0;0
298;26/10/2017;0;A009;0;1.275274515
299;27/10/2017;0;A009;10.23853111;5.937528133
300;28/10/2017;0;A009;6.825687408;5.763115406
301;29/10/2017;0.4;A009;0;2.186304092
302;30/10/2017;0;A009;0;3.538470268
303;31/10/2017;8.2;A009;3.412843704;10.54685402
304;01/11/2017;17.8;A009;0;2.541217327
305;02/11/2017;0;A009;12.52012062;9.371976852
306;03/11/2017;10.2;A009;0;3.304262161
307;04/11/2017;3;A009;12.52012062;4.861086845
308;05/11/2017;12;A009;12.52012062;11.44951534
309;06/11/2017;0;A009;13.22118568;7.997786522
310;07/11/2017;3.6;A009;26.44237137;12.91059113
311;08/11/2017;2.2;A009;39.66355896;22.16376686
312;09/11/2017;0;A009;0;0.398958445
313;10/11/2017;0;A009;13.22118568;11.04198837
314;11/11/2017;97;A009;29.28813362;13.49365997
315;12/11/2017;1.4;A009;0;1.656711817
316;13/11/2017;0;A009;7.322033405;10.50649643
317;14/11/2017;0.2;A009;0;9.436104774
318;15/11/2017;2.4;A009;0;1.370939255
319;16/11/2017;0.4;A009;0;0
320;17/11/2017;0;A009;0;1.128608942
321;18/11/2017;0.2;A009;3.813605785;7.947842598
322;19/11/2017;8;A009;7.627211571;12.3162899
323;20/11/2017;8.6;A009;7.627211571;8.146731377
324;21/11/2017;2.6;A009;7.174643517;9.07704258
325;22/11/2017;0.2;A009;0;3.777693272
326;23/11/2017;0;A009;10.7619648;20.72485542
327;24/11/2017;9.4;A009;10.7619648;13.63432884
328;25/11/2017;1.6;A009;0;1.47851038
329;26/11/2017;0;A009;0;1.281395316
330;27/11/2017;1.4;A009;0;0
331;28/11/2017;0;A009;0;1.059751749
332;29/11/2017;0;A009;11.31672287;13.7120533
333;30/11/2017;1.6;A009;11.31672287;14.21917248
334;01/12/2017;17.6;A009;17.50443459;43.9676857
335;02/12/2017;38.4;A009;3.500887156;10.52895546
336;03/12/2017;0;A009;3.500887156;9.353337288
337;04/12/2017;1.2;A009;3.500887156;7.896306992
338;05/12/2017;19.2;A009;3.500887156;3.787557364
339;06/12/2017;22.6;A009;0;1.920900822
340;07/12/2017;3.8;A009;9.044041634;17.12208557
341;08/12/2017;0;A009;9.044041634;11.67597389
342;09/12/2017;0;A009;9.044041634;5.371486664
343;10/12/2017;23.2;A009;4.522020817;1.655268788
344;11/12/2017;22.6;A009;11.80956936;5.488851547
345;12/12/2017;0;A009;23.61913872;20.72061157
346;13/12/2017;3.2;A009;11.80956936;8.271740913
347;14/12/2017;8.6;A009;11.80956936;9.266876221
348;15/12/2017;14.2;A009;0;1.980405092
349;16/12/2017;0;A009;8.535834312;7.593854427
350;17/12/2017;75.2;A009;8.535834312;17.87756157
351;18/12/2017;9.8;A009;25.60750198;11.94587898
352;19/12/2017;1.6;A009;8.535834312;13.54624557
353;20/12/2017;15.6;A009;0;0.917548299
354;21/12/2017;0;A009;0;1.597408295
355;22/12/2017;0;A009;9.104553223;17.02411842
356;23/12/2017;0;A009;13.65682983;9.585764885
357;24/12/2017;0;A009;9.104553223;10.61015701
358;25/12/2017;35.2;A009;4.552276611;14.02885628
359;26/12/2017;8.6;A009;8.074791908;12.21216774
360;27/12/2017;8.8;A009;10.76638985;21.98400688
361;28/12/2017;0;A009;5.383194923;17.45116806
362;29/12/2017;9.6;A009;2.691597462;14.03214264
363;30/12/2017;13.4;A009;8.074791908;22.64019775
364;31/12/2017;4;A009;0;4.267207623
365;01/01/2018;0;A009;3.161272287;11.41099167
366;02/01/2018;0.8;A009;3.161272287;9.617577553
367;03/01/2018;2.6;A009;6.322544575;8.633349419
368;04/01/2018;57.2;A009;6.322544575;17.15351868
369;05/01/2018;0;A009;9.483817101;7.84247303
370;06/01/2018;11.6;A009;6.248051167;3.454504967
371;07/01/2018;2;A009;18.74415398;5.488704681
372;08/01/2018;39.2;A009;6.248051167;3.177101612
373;09/01/2018;0;A009;0;10.34160042
374;10/01/2018;17;A009;12.49610233;4.508638382
375;11/01/2018;13.2;A009;8.011711121;18.23955345
376;12/01/2018;22.2;A009;16.02342224;31.4739151
377;13/01/2018;0;A009;5.341140747;5.250137329
378;14/01/2018;3.4;A009;8.011711121;11.61377239
379;15/01/2018;3.2;A009;2.670570374;18.00348473
380;16/01/2018;0.6;A009;0;4.212094307
381;17/01/2018;0;A009;0;0
382;18/01/2018;0;A009;0;0
383;19/01/2018;0;A009;6.839202881;6.911783695
384;20/01/2018;21.2;A009;0;6.641592979
385;21/01/2018;0.2;A009;5.557336807;6.820240974
386;22/01/2018;2;A009;11.11467361;3.212609291
387;23/01/2018;8;A009;0;5.678171158
388;24/01/2018;11.8;A009;0;1.600895166
389;25/01/2018;1.4;A009;5.557336807;6.030751228
390;26/01/2018;0;A009;0;10.03229523
391;27/01/2018;6.6;A009;9.393867493;12.06316566
392;28/01/2018;11.4;A009;9.393867493;5.201037407
393;29/01/2018;23;A009;18.78773499;12.65098286
394;30/01/2018;0.4;A009;0;2.384282589
395;31/01/2018;7;A009;28.18160057;18.9455471
396;01/02/2018;25.4;A009;10.14410686;17.4487648
397;02/02/2018;11.2;A009;10.14410686;18.36784172
398;03/02/2018;2.4;A009;20.28821373;38.01533508
399;04/02/2018;22.4;A009;30.43231964;25.17014122
400;05/02/2018;61.8;A009;40.57642746;21.69620895
401;06/02/2018;12.4;A009;39.07402802;18.96830559
402;07/02/2018;8;A009;9.768507004;3.243327856
403;08/02/2018;0.4;A009;0;0.684017658
404;09/02/2018;7.2;A009;29.30552101;26.68114471
405;10/02/2018;2.6;A009;9.768507004;1.697418451
406;11/02/2018;21.8;A009;14.88727856;20.1881752
407;12/02/2018;1.8;A009;0;14.25036812
408;13/02/2018;11.6;A009;7.443639278;3.357702255
409;14/02/2018;21.6;A009;29.77455711;33.12620926
410;15/02/2018;0.8;A009;14.88727856;15.93404579
411;16/02/2018;2;A009;0;2.32907629
412;17/02/2018;0;A009;5.702660084;11.39769459
413;18/02/2018;11.2;A009;17.10797882;29.73174477
414;19/02/2018;14;A009;11.40532017;18.5743103
415;20/02/2018;8.4;A009;22.81064034;26.44013977
416;21/02/2018;0.2;A009;0;5.101909637
417;22/02/2018;32.6;A009;36.18776321;51.33548737
418;23/02/2018;0;A009;0;1.975927234
419;24/02/2018;0.2;A009;0;2.812567711
420;25/02/2018;2.6;A009;21.71265793;27.98530769
421;26/02/2018;27.2;A009;0;2.870868683
422;27/02/2018;24.4;A009;14.32492065;3.593135118
423;28/02/2018;0;A009;0;2.46833086
424;01/03/2018;17.8;A009;0;2.362071514
425;02/03/2018;0;A009;6.950294495;5.289246559
426;03/03/2018;0.4;A009;0;2.771043062
427;04/03/2018;0.6;A009;0;4.577915668
428;05/03/2018;8.2;A009;6.950294495;8.159910202
429;06/03/2018;8.6;A009;0;5.555485249
430;07/03/2018;0;A009;6.33087635;8.313420296
431;08/03/2018;18.4;A009;31.6543808;27.20271301
432;09/03/2018;1.8;A009;12.6617527;7.758512497
433;10/03/2018;0;A009;0;4.320998192
434;11/03/2018;0.4;A009;11.76336956;28.51876068
435;12/03/2018;0;A009;7.842246056;15.2321434
436;13/03/2018;2.2;A009;11.76336956;11.31458282
437;14/03/2018;3.8;A009;0;0.509757698
438;15/03/2018;0;A009;3.921123028;9.257200241
439;16/03/2018;2.4;A009;0;4.926880836
440;17/03/2018;0;A009;7.202364445;14.8674469
441;18/03/2018;11.6;A009;0;6.755892277
442;19/03/2018;0;A009;10.80354691;11.39468765
443;20/03/2018;41.8;A009;3.601182222;5.33468771
444;21/03/2018;0.2;A009;0;9.425566673
445;22/03/2018;14.4;A009;0;8.196613312
446;23/03/2018;12;A009;32.13814545;15.4535265
447;24/03/2018;12.8;A009;10.71271515;1.86542201
448;25/03/2018;0.2;A009;32.13814545;22.34166145
449;26/03/2018;6.8;A009;0;7.341676712
450;27/03/2018;3.2;A009;0;0.315758526
451;28/03/2018;0;A009;0;1.016893864
452;29/03/2018;1.8;A009;0;0
453;30/03/2018;11;A009;23.47941399;16.61956024
454;31/03/2018;0;A009;0;0
455;01/04/2018;0;A009;0;4.579532623
456;02/04/2018;41.6;A009;19.63512421;16.31630325
457;03/04/2018;10;A009;26.18016624;11.43928337
458;04/04/2018;31.4;A009;13.09008312;17.44298172
459;05/04/2018;34;A009;0;1.940363646
460;06/04/2018;1.2;A009;66.05926514;43.36890411
461;07/04/2018;33.4;A009;13.21185303;7.469042301
462;08/04/2018;0.2;A009;52.84741211;27.47421265
463;09/04/2018;0;A009;0;1.179196835
464;10/04/2018;9.8;A009;0;4.338143349
465;11/04/2018;21.8;A009;25.52562332;7.50335598
466;12/04/2018;17.6;A009;25.52562332;5.29355526
467;13/04/2018;0.2;A009;25.52562332;14.67938995
468;14/04/2018;14.6;A009;38.28843307;13.96387482
469;15/04/2018;0;A009;12.76281166;6.436648369
470;16/04/2018;15.6;A009;12.07360268;9.285280228
471;17/04/2018;1.6;A009;36.22080612;11.9715929
472;18/04/2018;0.2;A009;0;2.386142731
473;19/04/2018;0;A009;0;0
474;20/04/2018;0;A009;0;2.956346989
475;21/04/2018;0;A009;0;0
476;22/04/2018;0;A009;0;0
477;23/04/2018;13.4;A009;0;0.537381947
478;24/04/2018;1;A009;0;0
479;25/04/2018;0;A009;6.143523693;3.985458374
480;26/04/2018;0;A009;2.591407537;5.786180019
481;27/04/2018;0;A009;0;0.329411268
482;28/04/2018;0;A009;0;0
483;29/04/2018;0;A009;0;0
484;30/04/2018;0;A009;0;0
485;01/05/2018;0;A009;0;0
486;02/05/2018;0;A009;0;0
487;03/05/2018;0;A009;0;0.111222826
488;04/05/2018;0;A009;0;0.392782152
489;05/05/2018;0;A009;0;0
490;06/05/2018;0;A009;0;0
491;07/05/2018;0;A009;0;0
492;08/05/2018;0;A009;0;0
493;09/05/2018;0;A009;0;0
494;10/05/2018;0;A009;0;0
495;11/05/2018;0;A009;0;0
496;12/05/2018;0;A009;0;0
497;13/05/2018;0.2;A009;5.776320934;4.26361227
498;14/05/2018;0;A009;0;0
499;15/05/2018;0.2;A009;0;1.565291405
500;16/05/2018;0;A009;0;0
501;17/05/2018;0;A009;0;0
502;18/05/2018;0;A009;0;0
503;19/05/2018;0;A009;0;0
504;20/05/2018;0;A009;3.038059473;1.953722477
505;21/05/2018;0;A009;0;0
506;22/05/2018;0;A009;0;0
507;23/05/2018;0;A009;0;0
508;24/05/2018;0;A009;3.879458666;2.31371069
509;25/05/2018;0;A009;0;0
510;26/05/2018;0;A009;0;0
511;27/05/2018;0;A009;0;0
512;28/05/2018;0;A009;0;0
513;29/05/2018;0;A009;0;0
514;30/05/2018;0;A009;0;0
515;31/05/2018;0;A009;0;0
516;01/06/2018;0;A009;0;0
517;02/06/2018;0;A009;0;0
518;03/06/2018;0;A009;0;0
519;04/06/2018;0;A009;0;0
520;05/06/2018;0;A009;0;0
521;06/06/2018;0;A009;0;0
522;07/06/2018;0;A009;0;0
523;08/06/2018;0;A009;0;0
524;09/06/2018;0;A009;0;0
525;10/06/2018;0;A009;0;0
526;11/06/2018;0;A009;0;0
527;12/06/2018;0;A009;0;0
528;13/06/2018;0;A009;0;0
529;14/06/2018;0;A009;0;0
530;15/06/2018;0;A009;0;0
531;16/06/2018;0;A009;0;0
532;17/06/2018;0;A009;0;0
533;18/06/2018;0;A009;0;0
534;19/06/2018;0;A009;0;0
535;20/06/2018;0;A009;0;0
536;21/06/2018;0;A009;0;0
537;22/06/2018;0;A009;0;0
538;23/06/2018;0;A009;0;0
539;24/06/2018;0;A009;0;0
540;25/06/2018;0;A009;0;0
541;26/06/2018;0;A009;0;0
542;27/06/2018;0;A009;0;0
543;28/06/2018;0;A009;0;0
544;29/06/2018;0;A009;0;0
545;30/06/2018;0;A009;0;0
546;01/07/2018;0;A009;0;0
547;02/07/2018;0;A009;0;0
548;03/07/2018;0;A009;0;0
549;04/07/2018;0;A009;0;0
550;05/07/2018;0;A009;0;0
551;06/07/2018;0;A009;0;0
552;07/07/2018;0;A009;0;0
553;08/07/2018;0;A009;0;0.644958615
554;09/07/2018;0;A009;0;2.865124702
555;10/07/2018;0;A009;0;0
556;11/07/2018;0;A009;0;0
557;12/07/2018;0;A009;0;0
558;13/07/2018;0;A009;0;0
559;14/07/2018;0;A009;0;0
560;15/07/2018;0;A009;0;0
561;16/07/2018;0;A009;0;0
562;17/07/2018;0;A009;0;0
563;18/07/2018;0;A009;0;0
564;19/07/2018;0;A009;0;0
565;20/07/2018;0;A009;0;0
566;21/07/2018;0;A009;0;0
567;22/07/2018;0;A009;0;0
568;23/07/2018;0;A009;0;0
569;24/07/2018;0;A009;0;0
570;25/07/2018;0;A009;0;0
571;26/07/2018;0;A009;0;0
572;27/07/2018;0;A009;0;0
573;28/07/2018;0;A009;0;0
574;29/07/2018;0;A009;0;0
575;30/07/2018;0;A009;0;0
576;31/07/2018;0;A009;0;0
577;01/08/2018;0;A009;0;0
578;02/08/2018;0;A009;0;0
579;03/08/2018;0;A009;0;0
580;04/08/2018;0;A009;0;0
581;05/08/2018;0;A009;0;0
582;06/08/2018;0;A009;0;0
583;07/08/2018;0;A009;0;0
584;08/08/2018;0;A009;0;0
585;09/08/2018;0;A009;0;0
586;10/08/2018;0;A009;0;1.498532057
587;11/08/2018;0;A009;0;0.21860072
588;12/08/2018;0;A009;0;0
589;13/08/2018;1;A009;0;2.314253092
590;14/08/2018;0;A009;1.550014853;1.084648252
591;15/08/2018;0.6;A009;0;0
592;16/08/2018;0;A009;1.86032331;0.825630605
593;17/08/2018;1;A009;0.019428503;0
594;18/08/2018;0;A009;0;0.716816068
595;19/08/2018;0;A009;0.105065614;0.415632844
596;20/08/2018;0;A009;0;0
597;21/08/2018;0;A009;0;0
598;22/08/2018;0;A009;0;0
599;23/08/2018;0;A009;0;0
600;24/08/2018;0;A009;0;0
601;25/08/2018;0;A009;0;0
602;26/08/2018;0;A009;0;0
603;27/08/2018;0;A009;0;0
604;28/08/2018;0;A009;0;0
605;29/08/2018;0;A009;0;0
606;30/08/2018;0;A009;0;0
607;31/08/2018;0;A009;0;0
608;01/09/2018;0;A009;0;0
609;02/09/2018;0;A009;0;0
610;03/09/2018;0;A009;0;0
611;04/09/2018;0;A009;0;0
612;05/09/2018;0;A009;0;0
613;06/09/2018;0;A009;0;0
614;07/09/2018;0.2;A009;0;0
615;08/09/2018;0;A009;0;0
616;09/09/2018;0;A009;0;0.602946103
617;10/09/2018;0;A009;0;1.129402399
618;11/09/2018;0;A009;0;0.48428598
619;12/09/2018;0;A009;3.437043667;1.405977011
620;13/09/2018;0;A009;6.874087334;3.44181776
621;14/09/2018;0;A009;0;1.025546789
622;15/09/2018;0;A009;0;0
623;16/09/2018;0;A009;0;0
624;17/09/2018;0;A009;0;0.747626245
625;18/09/2018;0;A009;0;1.092615604
626;19/09/2018;0;A009;0;0.286219954
627;20/09/2018;4.2;A009;6.440319061;6.04381752
628;21/09/2018;0.6;A009;0;0.354185998
629;22/09/2018;0;A009;0;0
630;23/09/2018;0;A009;0;0.381551832
631;24/09/2018;0;A009;8.392113686;4.29868269
